"Iteration","CD Monitor: CD Monitor"
1.0,0.3418195827562497
2.0,0.31650979589186273
3.0,0.16344501882024556
4.0,0.1914375923728035
5.0,0.2182998490264537
6.0,0.23269088878306157
7.0,0.23250403168929473
8.0,0.2270136022958106
9.0,0.22229793183061744
10.0,0.21878571611667474
11.0,0.21581808242154032
12.0,0.2129495863751567
13.0,0.20993492054611168
14.0,0.2066521632908712
15.0,0.20304528329620944
16.0,0.19910104054899772
17.0,0.19482090425669357
18.0,0.19020608580244863
19.0,0.18525302306105104
20.0,0.1799698341473629
21.0,0.17437462675033086
22.0,0.16848954124142548
23.0,0.16235279720132514
24.0,0.15602422401742122
25.0,0.14957224611760428
26.0,0.1430666762623832
27.0,0.13657473843335338
28.0,0.13016033464775068
29.0,0.12387949367491027
30.0,0.1177785296736919
31.0,0.1118930622068522
32.0,0.10624829578664947
33.0,0.10085826860825389
34.0,0.09572431235388787
35.0,0.09084115605343922
36.0,0.08620316726106503
37.0,0.08180386880616917
38.0,0.07764203111609275
39.0,0.07371193293577859
40.0,0.07000700336132284
41.0,0.06651952480551186
42.0,0.06323614677086196
43.0,0.060141280235129824
44.0,0.05722673808605923
45.0,0.054484787061099965
46.0,0.051909743990409485
47.0,0.049496150531672584
48.0,0.04723330784621025
49.0,0.04510666411369004
50.0,0.04309798864982069
51.0,0.04122691986026319
52.0,0.03958387852908768
53.0,0.03800065777393936
54.0,0.036683693852991986
55.0,0.03536939141753785
56.0,0.034050068459610346
57.0,0.03270754548443733
58.0,0.031530568824547356
59.0,0.03030998162276333
60.0,0.02931309576447529
61.0,0.028291835657712143
62.0,0.027258472750780458
63.0,0.02620206958449439
64.0,0.025303043714087658
65.0,0.024395025051774974
66.0,0.02367371045042001
67.0,0.022954387788622844
68.0,0.0223862349610791
69.0,0.02182679918184511
70.0,0.021386379096198685
71.0,0.020959461356976725
72.0,0.020625015392155693
73.0,0.020308485356512463
74.0,0.02006163337124028
75.0,0.01983664400672059
76.0,0.01966253427454917
77.0,0.01951453121491476
78.0,0.019403204612372264
79.0,0.019320352072531348
80.0,0.019262350821705874
81.0,0.01923365921320093
82.0,0.019221219423315346
83.0,0.019238803925853344
84.0,0.019265928718657933
85.0,0.019323281235533847
86.0,0.019385383066138503
87.0,0.01947632734541331
88.0,0.01956666303936845
89.0,0.019680519400836774
90.0,0.019788789833835932
91.0,0.019915202662777902
92.0,0.020032057871965922
93.0,0.02016231165131863
94.0,0.020279615663403992
95.0,0.020409323702784924
96.0,0.020547599387497614
97.0,0.020676369778217577
98.0,0.02081143706220437
99.0,0.020925867299108447
100.0,0.021044731246711426
101.0,0.021165335176388845
102.0,0.02128637096041801
103.0,0.021388599406330894
104.0,0.02148897875511021
105.0,0.021565817193530838
106.0,0.021637199754418416
107.0,0.021704307385756197
108.0,0.021752914810831844
109.0,0.02179436961395078
110.0,0.021819510940324225
111.0,0.02183431673651437
112.0,0.02183922985163209
113.0,0.02183390126206375
114.0,0.021813853640039644
115.0,0.021776277900482612
116.0,0.021718946340482694
117.0,0.02163974984236133
118.0,0.021536716559651795
119.0,0.021407959914161015
120.0,0.021252411775040683
121.0,0.02107051434103583
122.0,0.020865009686796387
123.0,0.020644100080565296
124.0,0.020423168509284207
125.0,0.020204018914558912
126.0,0.0199883515188126
127.0,0.019777787299534635
128.0,0.019573305499788394
129.0,0.019375835277060834
130.0,0.01918594123545792
131.0,0.019003910472260396
132.0,0.01882975994311408
133.0,0.01866353731511409
134.0,0.018505076657623378
135.0,0.018354309361112084
136.0,0.018211080446973893
137.0,0.018075223005879295
138.0,0.017946488634146218
139.0,0.017824610453583835
140.0,0.017709293579493218
141.0,0.017600270784071254
142.0,0.017497469455338553
143.0,0.017400623765621633
144.0,0.01730959186143627
145.0,0.017224209353962162
146.0,0.01714430389462199
147.0,0.017069801328023528
148.0,0.01700057198094334
149.0,0.016936489754665936
150.0,0.016877477711840894
151.0,0.016823385805142563
152.0,0.016774164127642422
153.0,0.016729660638448773
154.0,0.016689733577918274
155.0,0.01665418839670742
156.0,0.016622854374098685
157.0,0.016595513876464577
158.0,0.01657192906746173
159.0,0.016551860161933905
160.0,0.01653503227788632
161.0,0.01652128956613774
162.0,0.01651037543572808
163.0,0.016502064168069437
164.0,0.01649613288921103
165.0,0.016492272141378668
166.0,0.016490188491845366
167.0,0.016489575077684303
168.0,0.01649014953930183
169.0,0.016491587879605554
170.0,0.01649358161397284
171.0,0.016495840905818272
172.0,0.016498169873323358
173.0,0.016500412201332634
174.0,0.01650241696333983
175.0,0.016504106367292465
176.0,0.01650543455024095
177.0,0.0165063429365476
178.0,0.016506827791868586
179.0,0.016506898677883883
180.0,0.01650657950648325
181.0,0.016505920646090258
182.0,0.01650498317319972
183.0,0.016503834738482083
184.0,0.01650256196685392
185.0,0.016501221079244312
186.0,0.016499877627570096
187.0,0.016498615032258048
188.0,0.016497450990533666
189.0,0.01649644335289184
190.0,0.016495619826701932
191.0,0.01649501494108936
192.0,0.0164946957278272
193.0,0.016494675014249907
194.0,0.016494981939377512
195.0,0.01649563296685098
196.0,0.01649665764788307
197.0,0.016498048371319053
198.0,0.016499824700721505
199.0,0.01650198125277131
200.0,0.01650450853698325
201.0,0.01650738742059854
202.0,0.016510604828959365
203.0,0.016514128611300083
204.0,0.016517935729393217
205.0,0.016522006309867686
206.0,0.01652630341603729
207.0,0.01653080751946373
208.0,0.016535474182185733
209.0,0.016540280480188893
210.0,0.016545195954622928
211.0,0.016550192870479062
212.0,0.016555226779786932
213.0,0.016560260607628025
214.0,0.016565265302846188
215.0,0.01657021791072608
216.0,0.016575075407041586
217.0,0.016579810557709518
218.0,0.016584388049342515
219.0,0.016588788507634886
220.0,0.01659298715643564
221.0,0.016596975476182444
222.0,0.016600733611341942
223.0,0.01660423545940704
224.0,0.016607464091031372
225.0,0.016610404878074907
226.0,0.016613037453426727
227.0,0.016615348758307714
228.0,0.01661733504928921
229.0,0.01661898260587952
230.0,0.016620294612533025
231.0,0.016621271149991713
232.0,0.01662191448477153
233.0,0.0166222277832187
234.0,0.016622218743898173
235.0,0.016621897386634783
236.0,0.016621269457188732
237.0,0.016620360891164816
238.0,0.016619177207145144
239.0,0.016617730680838487
240.0,0.01661603491123867
241.0,0.016614109770013777
242.0,0.016611974903524753
243.0,0.016609645059247995
244.0,0.016607140382010672
245.0,0.016604483434564568
246.0,0.01660168798508419
247.0,0.01659876422083917
248.0,0.016595738518974296
249.0,0.016592629906305736
250.0,0.01658945540401416
251.0,0.016586226602127063
252.0,0.016582972453778197
253.0,0.01657970868993753
254.0,0.016576449951899302
255.0,0.016573210088872782
256.0,0.01657000647228788
257.0,0.016566851682698468
258.0,0.01656375473679577
259.0,0.016560720772820926
260.0,0.01655776149421252
261.0,0.016554883358385383
262.0,0.016552092273691883
263.0,0.016549392629118243
264.0,0.016546791190376563
265.0,0.01654451460932125
266.0,0.01654238136757702
267.0,0.01654036594724501
268.0,0.01653845690987106
269.0,0.0165366483356287
270.0,0.016534932063362897
271.0,0.016533306131816507
272.0,0.016531767454439787
273.0,0.016530314474502296
274.0,0.016528942207094575
275.0,0.016527649026543963
276.0,0.016526430735871206
277.0,0.016525212502160845
278.0,0.016524120038830917
279.0,0.016523077087814784
280.0,0.01652213750597142
281.0,0.01652130693369904
282.0,0.016520505251301127
283.0,0.016519755842441565
284.0,0.01651909567268372
285.0,0.01651850743452221
286.0,0.016518012693480105
287.0,0.01651761387540169
288.0,0.01651731889744666
289.0,0.016517121132900593
290.0,0.016517021543131942
291.0,0.016517020071538973
292.0,0.016517114041086616
293.0,0.016517301721891385
294.0,0.01651758060711391
295.0,0.016517946364198753
296.0,0.016518395180294437
297.0,0.016518923306708143
298.0,0.016519525456058483
299.0,0.01652019689124427
300.0,0.01652093340234817
301.0,0.016521729182207005
302.0,0.016522579222523814
303.0,0.016523479437962625
304.0,0.01652442393711641
305.0,0.016525407990222972
306.0,0.01652642731490576
307.0,0.016527476415432556
308.0,0.016528550958532798
309.0,0.016529647472515438
310.0,0.01653076102693034
311.0,0.01653188803003972
312.0,0.016533026106104805
313.0,0.016534171756158636
314.0,0.016535323116023164
315.0,0.016536479117254158
316.0,0.016537636925997606
317.0,0.016538794103343864
318.0,0.0165399482202815
319.0,0.016541095053572347
320.0,0.01654223210144857
321.0,0.01654335742326119
322.0,0.01654446837941964
323.0,0.016545563400863605
324.0,0.01654664177183427
325.0,0.01654770120120574
326.0,0.016548740387958408
327.0,0.016549758487545294
328.0,0.01655075311310347
329.0,0.016551723067456094
330.0,0.016552667126789693
331.0,0.016553583660207274
332.0,0.01655447165021061
333.0,0.016555331640791433
334.0,0.016556161781123256
335.0,0.016556961341482247
336.0,0.016557730179708956
337.0,0.016558466782852194
338.0,0.016559170817383465
339.0,0.016559842724850726
340.0,0.016560481222320914
341.0,0.01656108563356901
342.0,0.01656165698184201
343.0,0.016562194362089118
344.0,0.016562697840287507
345.0,0.016563168089037045
346.0,0.016563604541217573
347.0,0.01656400762067223
348.0,0.016564377900357214
349.0,0.016564714960041
350.0,0.01656501923398216
351.0,0.01656529211209446
352.0,0.01656553351103243
353.0,0.01656574413077724
354.0,0.01656592511454938
355.0,0.0165660761250507
356.0,0.016566197682610265
357.0,0.01656629140026623
358.0,0.016566357654357097
359.0,0.016566397699287243
360.0,0.016566413636820973
361.0,0.016566405533128842
362.0,0.016566374426753003
363.0,0.01656632196721332
364.0,0.016566248111481233
365.0,0.01656615382211938
366.0,0.016566040676179464
367.0,0.016565908629262206
368.0,0.016565758355344386
369.0,0.01656559138443306
370.0,0.016565407826214913
371.0,0.016565208818640043
372.0,0.016564996307061444
373.0,0.01656477043021283
374.0,0.0165645323930319
375.0,0.016564284158907067
376.0,0.016564025800294507
377.0,0.0165637584433834
378.0,0.016563483862320642
379.0,0.01656320219788742
380.0,0.01656291453338194
381.0,0.01656262277243389
382.0,0.01656232705816485
383.0,0.01656207899921734
384.0,0.016561783275697954
385.0,0.016561545506349976
386.0,0.016561306885535903
387.0,0.01656106050913823
388.0,0.016560812636369816
389.0,0.016560565298466286
390.0,0.01656031957984057
391.0,0.01656007478389666
392.0,0.01655983129196656
393.0,0.016559590347642355
394.0,0.016559351439859493
395.0,0.016559115122363143
396.0,0.016558882672498793
397.0,0.016558653445696528
398.0,0.016558427913853424
399.0,0.016558207296612247
400.0,0.016557991003317264
401.0,0.016557779364215465
402.0,0.016557573501764747
403.0,0.01655737282699337
404.0,0.01655717758577951
405.0,0.016556988791211636
406.0,0.016556805812938075
407.0,0.016556628840420848
408.0,0.016556458832324063
409.0,0.016556295025637435
410.0,0.016556137568783498
411.0,0.016555987361152484
412.0,0.016555843556421534
413.0,0.016555706165367334
414.0,0.016555560643836398
415.0,0.016555435435460206
416.0,0.01655530662809331
417.0,0.016555197808391237
418.0,0.01655508950137266
419.0,0.01655499532890203
420.0,0.016554905513436094
421.0,0.016554825804372907
422.0,0.016554751669134993
423.0,0.016554685194111546
424.0,0.016554625600726434
425.0,0.016554570036990787
426.0,0.01655452312379871
427.0,0.016554477974031367
428.0,0.016554441124675252
429.0,0.016554405259926526
430.0,0.01655437782888223
431.0,0.016554349223039885
432.0,0.01655432996788151
433.0,0.016554308530364957
434.0,0.016554295416412776
435.0,0.0165542803151651
436.0,0.016554271431106493
437.0,0.0165542676140781
438.0,0.01655426366148685
439.0,0.016554265600726384
440.0,0.01655427223775427
441.0,0.016554285740444173
442.0,0.016554306606087428
443.0,0.016554336345597286
444.0,0.016554371547614077
445.0,0.016554411124710698
446.0,0.016554455117097605
447.0,0.01655450379911106
448.0,0.01655455580926568
449.0,0.01655461074567935
450.0,0.01655466884640841
451.0,0.016554728707582456
452.0,0.01655478989532964
453.0,0.01655485265869898
454.0,0.01655491563397949
455.0,0.016554978471257184
456.0,0.01655504152511718
457.0,0.01655510355492626
458.0,0.01655516434507026
459.0,0.016555219924157247
460.0,0.016555275446387352
461.0,0.016555329104067623
462.0,0.016555381719083606
463.0,0.016555432308186853
464.0,0.016555480882978264
465.0,0.01655552824027458
466.0,0.016555573395271195
467.0,0.01655561640117676
468.0,0.016555658099864607
469.0,0.016555697573013346
470.0,0.01655573492027713
471.0,0.016555771038116653
472.0,0.016555805049947293
473.0,0.01655583773646111
474.0,0.01655586564156534
475.0,0.016555896260544024
476.0,0.016555918640812364
477.0,0.016555945855276248
478.0,0.016555965112232014
479.0,0.016555987898362642
480.0,0.0165560124842316
481.0,0.016556034816063804
482.0,0.016556055697312104
483.0,0.016556075928244374
484.0,0.01655609464162295
485.0,0.016556111962627747
486.0,0.016556128681694083
487.0,0.016556143955983614
488.0,0.016556157910893893
489.0,0.016556171323203257
490.0,0.01655618332972344
491.0,0.016556194030504776
492.0,0.01655620418217721
493.0,0.01655621290814667
494.0,0.01655622030579431
495.0,0.016556227134938494
496.0,0.016556232522451017
497.0,0.016556236567199033
498.0,0.01655624003092591
499.0,0.016556242046031906
500.0,0.016556242719623603
501.0,0.016556242821603243
502.0,0.016556241493685134
503.0,0.016556238852978584
504.0,0.01655623567900423
505.0,0.01655623112333457
506.0,0.016556225313985776
507.0,0.016556219039677984
508.0,0.01655621146075283
509.0,0.016556202714115946
510.0,0.016556193600241083
511.0,0.01655618328466661
512.0,0.016556171912286345
513.0,0.01655616028776409
514.0,0.016556147583606295
515.0,0.01655613394765154
516.0,0.016556120192312757
517.0,0.016556105492400768
518.0,0.016556090001069793
519.0,0.01655607453229062
520.0,0.016556058263152415
521.0,0.016556041347059826
522.0,0.016556024600584286
523.0,0.01655600720086453
524.0,0.01655598930337546
525.0,0.016555975227464666
526.0,0.016555960965679156
527.0,0.01655594286614056
528.0,0.0165559285395472
529.0,0.016555914049495857
530.0,0.016555898996139545
531.0,0.016555884457448298
532.0,0.016555869612322766
533.0,0.016555854499684348
534.0,0.016555839993115787
535.0,0.016555825272989544
536.0,0.01655581037542255
537.0,0.016555796170131316
538.0,0.016555781834630807
539.0,0.016555767398771737
540.0,0.016555753724686477
541.0,0.01655573998566589
542.0,0.01655572384917893
543.0,0.016555710920293294
544.0,0.016555695803790266
545.0,0.01655568168336853
546.0,0.01655566782073553
547.0,0.016555653302282397
548.0,0.01655563881734188
549.0,0.01655562526968027
550.0,0.01655561189279999
551.0,0.016555598744999935
552.0,0.016555586597905327
553.0,0.016555574677182737
554.0,0.01655556302833741
555.0,0.016555552404946453
556.0,0.016555542022196133
557.0,0.016555531911779123
558.0,0.016555522821058266
559.0,0.016555513960000212
560.0,0.016555505355624993
561.0,0.016555497753829564
562.0,0.01655549036161726
563.0,0.016555483204574596
564.0,0.016555477029183162
565.0,0.016555471042798302
566.0,0.01655546526966268
567.0,0.016555460455872452
568.0,0.0165554558070895
569.0,0.016555451346224395
570.0,0.016555447817584307
571.0,0.016555444423236615
572.0,0.016555441184514463
573.0,0.016555438845886436
574.0,0.016555436584701794
575.0,0.016555434480273433
576.0,0.016555433279871107
577.0,0.016555432101107524
578.0,0.016555431032096633
579.0,0.016555430821091486
580.0,0.016555430586025432
581.0,0.016555430420836376
582.0,0.01655543107883707
583.0,0.01655543168127032
584.0,0.016555432324500838
585.0,0.016555433765033958
586.0,0.016555435124381058
587.0,0.016555436499508816
588.0,0.016555438645842222
589.0,0.016555440684309815
590.0,0.01655544270918024
591.0,0.01655544547545581
592.0,0.016555448100200973
593.0,0.016555450675454268
594.0,0.016555453955263283
595.0,0.01655545705498535
596.0,0.016555460064562814
597.0,0.01655546373683601
598.0,0.016555467184515407
599.0,0.01655547049795928
600.0,0.01655547418299922
601.0,0.016555477908060105
602.0,0.016555480589677284
603.0,0.016555484347901467
604.0,0.016555488121984017
605.0,0.016555491051524655
606.0,0.01655549489557919
607.0,0.016555498325825774
608.0,0.016555501742958674
609.0,0.016555505194133846
610.0,0.016555508579762544
611.0,0.016555511866682186
612.0,0.016555515209878004
613.0,0.016555518448086
614.0,0.016555521531144455
615.0,0.016555524703657225
616.0,0.016555527734054058
617.0,0.016555530552096354
618.0,0.01655553350078849
619.0,0.016555536380440154
620.0,0.01655553837141068
621.0,0.01655554123527303
622.0,0.016555543218808852
623.0,0.016555545194222712
624.0,0.016555547263246782
625.0,0.01655554916988631
626.0,0.016555550895715032
627.0,0.016555553111593777
628.0,0.016555554817644213
629.0,0.01655555614218993
630.0,0.01655555784897994
631.0,0.016555559069581463
632.0,0.0165555599155554
633.0,0.01655556115367994
634.0,0.01655556191889178
635.0,0.01655556232134521
636.0,0.016555563128781557
637.0,0.016555563479633193
638.0,0.016555563484569838
639.0,0.01655556391344351
640.0,0.016555563903511275
641.0,0.01655556356736735
642.0,0.01655556367363003
643.0,0.016555563358600214
644.0,0.01655556273442956
645.0,0.016555562571264032
646.0,0.016555562005204458
647.0,0.01655556114855443
648.0,0.016555560772504346
