"Iteration","Continuity: Residual","Energy: Residual","Sa_nut: Residual","X-momentum: Residual","Y-momentum: Residual"
24.0,0.10397082375569942,0.09655493362606747,0.02596289630457345,0.19077366449331914,0.10658791095362265
25.0,0.10284315954997458,0.09794912706689023,0.02577139318716726,0.1882071692761045,0.10578118012315356
26.0,0.10227138326705197,0.09942281787077661,0.025628841075319625,0.1855968844411505,0.10454712189977068
27.0,0.10198740874503533,0.10067208169983002,0.025552081673975494,0.18279605314853692,0.10246526087362055
28.0,0.10171058843324053,0.10146104931517314,0.025523116809322673,0.17963953898046994,0.09934570499677887
29.0,0.10118816233331739,0.10162473940717966,0.025526205415262623,0.17596184021738462,0.09519974134656395
30.0,0.10027878176493303,0.10111453780868529,0.02555357313883182,0.1717534527166006,0.09037248429659926
31.0,0.09884467740887379,0.09985225352161634,0.02557271073674851,0.16685947067015267,0.08528293454687656
32.0,0.09697908416500116,0.09797717380714294,0.025567003641568456,0.16137709398311958,0.08012849027468764
33.0,0.09467666361881986,0.09553747176931536,0.02554475392364205,0.1551657901097608,0.07504355682094752
34.0,0.09211019563774822,0.09272409396673995,0.025491314853767134,0.1484468326456331,0.0701216920260817
35.0,0.08932896825112897,0.08963647578007966,0.025409394709953452,0.14139157400565905,0.06533801902607995
36.0,0.08635919568857714,0.08629198654965352,0.02528900880532182,0.13401808375020055,0.060887397838026755
37.0,0.08327283603884109,0.08274723953201484,0.025117685762623004,0.12643051055358184,0.056891727219620526
38.0,0.0801651992465594,0.07913819460347887,0.024879823811206847,0.11881627062234347,0.05304577875002592
39.0,0.0770239854223207,0.07544829228999887,0.024586992007869384,0.11113987754220607,0.04959470785961732
40.0,0.07387036607367044,0.07171600411673575,0.02422726543709516,0.10350881502218653,0.04661076051558939
41.0,0.07066133863917581,0.06788749006071289,0.023808741804340495,0.09587964141136253,0.044147290478950496
42.0,0.06760731251740434,0.06415207832727733,0.02332693920413997,0.088492158102211,0.04230004822175341
43.0,0.06486019165984808,0.06064853652916119,0.022778029940652745,0.08154458410919867,0.04119477798548687
44.0,0.06247631871038999,0.057414671550574704,0.022158467260955435,0.07513382275554756,0.04073945262124239
45.0,0.06057451055380886,0.05456300508584301,0.02146144282113735,0.06947688251336104,0.04116597934661746
46.0,0.05931340662087458,0.052264288378656196,0.02069643515198323,0.06488323292428222,0.04257013508236286
47.0,0.05869103327412044,0.05058943039730761,0.019884537948505452,0.06160181704904131,0.04482347862634901
48.0,0.05894915105827925,0.04985927409676261,0.019057412117361366,0.060005586010090685,0.04782318302408392
49.0,0.060137825680809755,0.0502564035471527,0.018272763713811167,0.06037208142867414,0.05118947859631948
50.0,0.06218553872486143,0.051883747435381704,0.017618361675950437,0.06288805117888488,0.05456383740835089
51.0,0.0650530144418213,0.054978798411254436,0.017187765162393058,0.06800176931090487,0.05738283694819041
52.0,0.06703342860420082,0.057425740214440225,0.017056681939761422,0.07212997931387866,0.059930244070655024
53.0,0.06977368410758276,0.061490891087272646,0.01741159957355037,0.07872134580325925,0.061722487476999016
54.0,0.07077399282732005,0.06352190271974878,0.018167660858708756,0.08270423418063236,0.06272823195857245
55.0,0.07210770677324434,0.06642750849009661,0.019605773361952322,0.08777891536294155,0.06358980096359348
56.0,0.07365675634359427,0.07003262027333386,0.021849538535627,0.0937119546445747,0.06413990442556769
57.0,0.07580442124689449,0.07504568358327975,0.02501588322031262,0.10132672900524274,0.06367852449315624
58.0,0.07625116860912659,0.0777651350163744,0.02880276617768571,0.10581842879260507,0.062423421421911075
59.0,0.07775809399801803,0.08209084743780902,0.03374590758740225,0.11206749019466707,0.06095074564538236
60.0,0.07700955572644609,0.08300927265505972,0.03931211861150294,0.11415142230228234,0.05916108377708667
61.0,0.07644363500967369,0.0842358964116481,0.046205049352317,0.11648108818564491,0.05720293342033309
62.0,0.0759921222153342,0.08559339062882634,0.05464872393785741,0.11878097310306983,0.05514192159724891
63.0,0.07612918794670573,0.08772827103150055,0.06512753997198081,0.12153685104451344,0.05255650202288418
64.0,0.07450247451812428,0.08702549375466175,0.07702375105179994,0.12100384441551691,0.04988256154103717
65.0,0.0736432949597276,0.08674805962993133,0.09139224647554885,0.12091220660147702,0.04720817513569386
66.0,0.07064958016981743,0.08364023744837853,0.10698980831523182,0.1173259347331981,0.04423176822013594
67.0,0.06814364792362326,0.08100724757469906,0.12502042029397423,0.11363413450979594,0.0412047827581935
68.0,0.06429075730749337,0.07670234414912812,0.1441744852242741,0.10765156497359235,0.038051092950844904
69.0,0.060982468080900354,0.07282144474396877,0.1654961214577582,0.10202291016627406,0.03509731650715067
70.0,0.05707725824419058,0.06798315733054525,0.1874904342410343,0.09543417703115957,0.0323762916055587
71.0,0.053622382551552175,0.06359601259351136,0.21120099335773151,0.08925233875146409,0.029837362445336017
72.0,0.049922589198676405,0.058776215706787975,0.2348771402912312,0.0825807568313278,0.02764222233178543
73.0,0.04665251295390209,0.05438464041575869,0.2595810681422564,0.07622151322624145,0.02557321684305168
74.0,0.043166858355282646,0.049804262562710866,0.2833466786170471,0.06971996474927071,0.023698757456195596
75.0,0.0401020142694552,0.045665986297933774,0.3072880009417065,0.06374992267856525,0.022039735982032415
76.0,0.03713309760502304,0.041585810842369,0.33022412632805753,0.057933154636294594,0.020637718503169138
77.0,0.03462150653816967,0.03802371025241989,0.3533251146533648,0.05269123031367786,0.01936154963275992
78.0,0.03222711252653544,0.03469068016316953,0.37562770290337605,0.04763047109387667,0.01827399491346821
79.0,0.030125309811808033,0.0317504293144168,0.397325554565486,0.04312780868766732,0.017316038395686455
80.0,0.02839183148068367,0.02917217354643327,0.41743124741496984,0.03902166569486168,0.016576378057598814
81.0,0.02682526174531458,0.02686634873551715,0.43641275217081194,0.03532075084332138,0.01590241946578501
82.0,0.025560632143333047,0.024914512807298016,0.45415920093868256,0.03189942708354158,0.015370410094113876
83.0,0.024459348407939955,0.023225987017188567,0.47142376618297216,0.028909285752962328,0.014878617605068619
84.0,0.023565887109312796,0.021758571884857157,0.4882610164574237,0.026079298732123266,0.014492768424028846
85.0,0.022828935223312228,0.02053043580736878,0.5046747740008756,0.023680113833797294,0.014154395861316294
86.0,0.02228488969701093,0.01951121958523976,0.520501089138891,0.021424867248962212,0.013861868748481625
87.0,0.021893630583025944,0.018764700109181083,0.5359571835008895,0.019660279161755393,0.01360184540620859
88.0,0.02161067306501851,0.018160832929196725,0.5511628476151654,0.017999630705892333,0.013383219761926426
89.0,0.02149237590421143,0.017813306330762658,0.5664032039884429,0.016830568857909192,0.013204419568147684
90.0,0.021418508086024177,0.017533264557554076,0.5812118565620479,0.01573165404714084,0.012975515638474816
91.0,0.021451360823008556,0.017454623941841798,0.595464104527131,0.015090202351992831,0.01275145985288812
92.0,0.021507740795023614,0.017414082798272498,0.6084272631847322,0.01448188519367197,0.012555062587102666
93.0,0.021586486923554592,0.017477226045919295,0.6212337017494185,0.014255150390241786,0.01236531488830401
94.0,0.02156931921474517,0.017462414548402843,0.6336814879959755,0.01391370465145586,0.012166822699351683
95.0,0.021536034520853516,0.017537015471452415,0.6469227073588155,0.013808808065646813,0.012081740471837556
96.0,0.021505474652077076,0.01767997100824276,0.6603603619355491,0.014010511111057146,0.011968435539305213
97.0,0.021420733592898686,0.01777247447513199,0.672859315438565,0.01414408355953937,0.0119257392632965
98.0,0.02118397521809735,0.01774054132003546,0.6845279765483968,0.014360534059877632,0.011795106883900758
99.0,0.020663980622289437,0.0173888498403572,0.6939654168746573,0.014121130238293918,0.011612939592860992
100.0,0.020171388713973806,0.017129555968525518,0.7021787977745404,0.014088177149424029,0.01144857873769942
101.0,0.020009479452062284,0.017176870136669953,0.7099699155404421,0.014280373353031315,0.011397691017666427
102.0,0.02001786895917208,0.017331083104062988,0.7180249373394513,0.014550759239704366,0.01143231134883554
103.0,0.020036488334946173,0.017451999900084086,0.7257769047412961,0.01456499758070502,0.011674430573802838
104.0,0.02023689320204692,0.017753452164526472,0.7338240243788237,0.014970739788020992,0.011737782633337853
105.0,0.0211102454572112,0.018513661779428342,0.7405402946951675,0.015634713458632234,0.011083047275105945
106.0,0.021678908731451105,0.018975251531789323,0.746024865854586,0.01541489379279826,0.010804202264493152
107.0,0.022397022190186366,0.01953604220612813,0.7510697675204873,0.015271036136569492,0.011413104162496916
108.0,0.023034875432381176,0.020033544757619558,0.754547543512791,0.015467973920613038,0.01218880575754872
109.0,0.02320359162132974,0.020163436930782527,0.7575952978547962,0.015209605295695055,0.012539964146160393
110.0,0.023906516115739088,0.02071997784727425,0.7601955832929159,0.01571876536449993,0.012455670342329516
111.0,0.025285933772256308,0.02187139389585539,0.763022630620327,0.016774861266517192,0.012101153305404913
112.0,0.026413573536545935,0.022810203803475215,0.766710639273701,0.016830585723155825,0.012334555230132417
113.0,0.02651510853406335,0.022833622672254514,0.771410099612806,0.01642140514549975,0.013053639498970497
114.0,0.026343121752785376,0.02265582338095562,0.7763280973178581,0.01565369155438593,0.013949172415420716
115.0,0.026907215436002486,0.02317626901226526,0.7806553885795701,0.015514329445939097,0.01414596995678752
116.0,0.02924225371236352,0.025262083954648316,0.7846500909214057,0.016867905210735123,0.013845195646032213
117.0,0.03019047868616303,0.02604716756949318,0.7883290694670826,0.017077826155289196,0.013350772481943097
118.0,0.028343058881447513,0.02437355946056798,0.7924955805524078,0.015422451856894203,0.01305179800266547
119.0,0.026325921443686024,0.022605363172096875,0.7970797939493992,0.014372985679134602,0.013552157632361547
120.0,0.02670426085502168,0.023054276396924474,0.8017773547370286,0.014893582016235802,0.014329892538359692
121.0,0.027479976834748773,0.02382972075407158,0.8068863873292856,0.01619351991649638,0.014332392019852258
122.0,0.02558021396934643,0.022182939547874956,0.8124861827873757,0.014701337538265271,0.01340677469356575
123.0,0.02504593108170938,0.021777402727429195,0.8187824258665424,0.014985717188500853,0.012218775109290644
124.0,0.023594354032440267,0.02058217956509664,0.8251789908101078,0.0148928723558216,0.011439077107880993
125.0,0.02134986027325902,0.01867588822978201,0.830797356787623,0.013882965090081448,0.010967192921855044
126.0,0.019114440135974204,0.016786818260382856,0.835803501510508,0.012797322136345261,0.010641746806389565
127.0,0.01726559700532543,0.01522762734501624,0.8407598202808696,0.012198102145108414,0.010241932985137777
128.0,0.016296625198037755,0.014437342476671253,0.8453813182293642,0.01222399955380356,0.009429469056383694
129.0,0.014647816727355125,0.01301870732164151,0.8504675561940139,0.011180057825378939,0.008542034873497542
130.0,0.012792704107677723,0.01140553691665233,0.8562299498559702,0.010056049841197179,0.007689836768464008
131.0,0.011204361263328319,0.010024684591387027,0.8628964099751503,0.009269972004099725,0.006815246980956728
132.0,0.009734177981114827,0.008749863854320753,0.8705902068564367,0.008655150149791534,0.0060815021450966135
133.0,0.008678436617929747,0.007823470016255657,0.8800448827876478,0.008146627148936832,0.0054777787582419276
134.0,0.007878526316345578,0.007116187710854275,0.8915445770307363,0.00761069839929965,0.004927341237378518
135.0,0.007346628869779909,0.00664517245646398,0.9051094722257291,0.0071638435517450754,0.004423410774663622
136.0,0.006985526078313604,0.006315404836884314,0.9205504934728839,0.006774297862124368,0.004000760292924064
137.0,0.006668904979786021,0.006016285588839834,0.937900977797718,0.0064095520727266726,0.0036914877005740873
138.0,0.0065795070173617215,0.0059124036190490985,0.9574877642732033,0.006143150761070183,0.0035155204489255854
139.0,0.006547936364974339,0.005855862847437837,0.9786620627844196,0.005922538698493365,0.003469415976305422
140.0,0.006561086369401242,0.005839446578136973,1.0013048990586448,0.0057737631548690285,0.0035275679571871803
141.0,0.006461632372341103,0.00572539748964765,1.0250165923165715,0.005562042695472345,0.003646160357774921
142.0,0.006275136674688765,0.005540817920451418,1.0496839497145805,0.00531933840337459,0.003747017975183621
143.0,0.005980040148360535,0.0052639989534386455,1.0748720914922174,0.005126694545976213,0.0037813286594937895
144.0,0.0056230367090729025,0.004934960139137326,1.1002401186277424,0.004995352008046567,0.003740372909438808
145.0,0.0052390910485659095,0.0045821341630386,1.1262451409560346,0.004747199781609207,0.003610202245427037
146.0,0.004938906360446189,0.0043061591695122345,1.153471298224982,0.004481562917566574,0.0034415756505536107
147.0,0.004711048891143647,0.004099123668502716,1.1807794458578666,0.004321470314802168,0.003292644970826863
148.0,0.004581567280689199,0.003984447332307896,1.207752768251806,0.004250981944637544,0.0031597064248486853
149.0,0.004593130322920764,0.003999576712216658,1.2337817013011596,0.004246654672813379,0.00301402264100483
150.0,0.00476482790194017,0.004159719334702273,1.2587758318634565,0.004311101073677827,0.0029380571613890267
151.0,0.004964031209538774,0.004343365929905004,1.282821144606127,0.004373770284557901,0.002876366258130214
152.0,0.005321060008916053,0.004666598905134689,1.3061682263642156,0.004472230703388686,0.00288233439759003
153.0,0.005824680458719177,0.00511818203550752,1.3284328868644988,0.004690692263061333,0.0029777555889274844
154.0,0.006397055112909308,0.005628199576743279,1.349951362952071,0.004973533564404352,0.00313718071873122
155.0,0.007013746389755839,0.006174895577449649,1.3704115241937953,0.005273904685247016,0.003356900877560921
156.0,0.007641311420836289,0.006728303859660382,1.3896421380976465,0.005557266911763293,0.003657615760469069
157.0,0.008261790585826947,0.0072740884355072186,1.4074823777005894,0.005736778501259072,0.004048006527109897
158.0,0.008914111526776852,0.007849693186800179,1.4240248524971753,0.005999505656809098,0.004484904107179073
159.0,0.009522532895276454,0.008386815712563868,1.4394688515237666,0.006304224492486529,0.004936698929146428
160.0,0.009802380344350296,0.008630936668410196,1.4536084167109506,0.006424055241122208,0.0052991973451849955
161.0,0.010179868090638847,0.008965386078494779,1.4663738266538715,0.006704795072743947,0.005436251301378535
162.0,0.01024623718833748,0.009022099077452468,1.477843491327453,0.006828037871690189,0.005502435623549885
163.0,0.010906150234477387,0.00961422865142092,1.4880199386390285,0.007504235279914102,0.005531822159301978
164.0,0.011643856177724265,0.010267859723092269,1.496684126205142,0.007917461801971015,0.0056704191325213085
165.0,0.011882005960163372,0.010472438442859673,1.503888251020706,0.007872842842109578,0.005979455859537047
166.0,0.011667438981906532,0.01027422240290327,1.5096748001684428,0.0076892305971989865,0.006268029693358717
167.0,0.011797887028657838,0.010381022665974531,1.5138141267214318,0.007889227953577212,0.006384988137412283
168.0,0.012255482245738778,0.010783106765334496,1.5163109367532,0.008113817999569147,0.006479687301961452
169.0,0.012439691664111473,0.01094396781783064,1.5171088181959265,0.008166554488690778,0.006716850744003585
170.0,0.012079301927476475,0.010622710471024114,1.5164046836521248,0.007793923680544149,0.006876737649290865
171.0,0.011960334477255159,0.010523876318424276,1.5138282739003914,0.00781048444840057,0.006931433603683565
172.0,0.012074948858704719,0.010637555360739959,1.509422554561994,0.008190809749064863,0.006775712212991876
173.0,0.011639798476958627,0.010263551426075193,1.5032842915582247,0.008115028780383622,0.006617968091549074
174.0,0.011349914624607204,0.010022595854606416,1.4950434562597104,0.008179064795299429,0.0064391671462046465
175.0,0.011108883630901718,0.009817631317421149,1.484813028188287,0.008034034194529293,0.00611728910564739
176.0,0.010890145447102277,0.009632153302313092,1.4726434931925076,0.007971940988380664,0.005841289505227778
177.0,0.01055610868766513,0.009343327681683332,1.4586009335325154,0.0078005810535835786,0.005579018824840099
178.0,0.010083937533693847,0.008930667378666721,1.4425194772319405,0.007515198250451239,0.005290044460921489
179.0,0.009574808633795088,0.008484816489000895,1.4242974973769558,0.007249996965997968,0.00500288649796047
180.0,0.009103058178599834,0.00807239407593882,1.4038992676174975,0.007053931098853365,0.004741299468278259
181.0,0.00874674815457412,0.007761683944610511,1.3813882083449978,0.006882640093110964,0.004406722591426575
182.0,0.008026515413956981,0.007126352759610435,1.356763396418991,0.006378833339865912,0.004099803856755959
183.0,0.00732938185448368,0.006509428350497712,1.3300202250140334,0.0058647053329585995,0.003831139226779624
184.0,0.006870046365491189,0.006107295425994209,1.301330027285577,0.005731045361189795,0.0035307924963538014
185.0,0.0065432332065290776,0.0058232673836487074,1.270690888846966,0.0056050207510375365,0.0031462996687163414
186.0,0.006351534057107346,0.00566008501598521,1.2382501281161773,0.005590938464802478,0.0028358031959728426
187.0,0.005804870811572726,0.005178644844022575,1.2041922172212716,0.0052797936076516986,0.0025894179098218573
188.0,0.005303543903596112,0.004738087234793145,1.1686980138883736,0.004915510417174708,0.002369762513188913
189.0,0.004877948484868523,0.004364194806206268,1.1319334492311595,0.004604203074423994,0.002171652183118376
190.0,0.004545035647631996,0.004072465705645856,1.0940889686205308,0.0043335456383069,0.0019717705334275732
191.0,0.004281263991958126,0.0038410297164547147,1.0554418849771279,0.004145173656443319,0.0017983396140499788
192.0,0.004065172741329003,0.003650408870332149,1.0161789605187717,0.003997973137701478,0.001639564081278687
193.0,0.0038605579250835086,0.003469048897455309,0.9765902704823102,0.003845353794390815,0.0014827979466085625
194.0,0.003690902192548105,0.003318170749505139,0.9366826220856344,0.00370992563367423,0.0013427980598744098
195.0,0.0035687642591348693,0.0032093689279691674,0.896452418641371,0.003593658710112426,0.001228233031950954
196.0,0.0034939998430463773,0.0031421276435619366,0.8563862624768478,0.003501213582768327,0.0011401767466500568
197.0,0.003420094173773183,0.0030742177775434755,0.8171433194208416,0.0034123516573850558,0.0010992702829907617
198.0,0.0033669329940035314,0.0030237643858199,0.7789035805344378,0.003323599337201417,0.0010940052817969182
199.0,0.003327669800700314,0.002985093930843134,0.7418741826179508,0.0032306908578000233,0.0011068151566769819
200.0,0.0032934240261814824,0.002950776258358948,0.7063067714545721,0.0031332545530735707,0.0011287723416252404
201.0,0.0032611759801719382,0.002918141191649009,0.6722586006949156,0.0030334528481502504,0.0011579911267291763
202.0,0.003242498026249771,0.0028975487947822914,0.6406258950298788,0.0029462983217582368,0.001198190837516724
203.0,0.0032636709939907406,0.002912824123746523,0.6104021181231724,0.0028881115521931515,0.0012509170785377673
204.0,0.0033026398342900732,0.002944127100608488,0.5820914766475235,0.0028529288490407264,0.00130547542514835
205.0,0.0033614497475154665,0.0029932327496795764,0.5557473339734388,0.0028461705022079535,0.0013620686548375435
206.0,0.003441503108608624,0.0030615605414886626,0.5313025494073406,0.0028499581199491002,0.001429983052520491
207.0,0.003510115596429624,0.003120238244591734,0.5086845706091251,0.002845720022766362,0.0015088124102804914
208.0,0.003581318675128435,0.0031820843501779703,0.48796472445140554,0.002879324523667691,0.0015999176429317627
209.0,0.003687174969881526,0.0032753463940957133,0.4698365676958361,0.002946282173966176,0.0016894101453876688
210.0,0.003793410883163347,0.0033689159913351525,0.4538469076411411,0.00299562824960782,0.0017788999535122843
211.0,0.003834463179057719,0.0034033336777632302,0.43976006337706824,0.003019086468072263,0.0018631199352921357
212.0,0.0037592705887118045,0.003331629120446411,0.42747618320187264,0.0028971054769665,0.001942032637947826
213.0,0.0037752311476961136,0.003343601830688097,0.41677047453590843,0.002862994369053857,0.002013386675236168
214.0,0.0038615326817711126,0.0034197467371994,0.40742875529724754,0.0029270604174094156,0.002057989053338736
215.0,0.003961772709538185,0.0035076444795496394,0.398934398070696,0.0029260313488410636,0.0020954501665294747
216.0,0.004076799969769867,0.0036088013062513698,0.39150713281595145,0.002926636618803389,0.0021387948041450616
217.0,0.004165343142917744,0.0036866004045217012,0.3857217174046983,0.0029650175092236627,0.0021831420934255432
218.0,0.00430811931113871,0.003813399685373578,0.38120362369631994,0.003116269241988473,0.0022422258468589988
219.0,0.004399773054771906,0.003894187036547656,0.3774272198590645,0.003163771245552161,0.0023018976007824566
220.0,0.004482943249226744,0.00396746273457149,0.37412252327006523,0.003203463333729083,0.0023666253167776356
221.0,0.004542085293519038,0.004019111002666195,0.37110518796477865,0.0032248539265359445,0.002440408625809795
222.0,0.0046052092846361956,0.004074685320044543,0.3681534492827772,0.0032571766312041537,0.002507281433623368
223.0,0.0047048043136967655,0.004164019907557089,0.3654816422641293,0.003353231287030855,0.002560287826000563
224.0,0.0048251532256853415,0.004272654322342023,0.36314978649231744,0.0035002358163050474,0.0026012556434589344
225.0,0.004885605339560159,0.004327080185527366,0.3611393302256663,0.0036057758593071613,0.0026282325813980732
226.0,0.004887064922208275,0.004328616452203048,0.35900330422070365,0.003636680968600177,0.0026682832218447704
227.0,0.004928114339694181,0.004365416964127638,0.35723649576293104,0.003666697513674676,0.0027167448921781145
228.0,0.0049584026409855335,0.004392387882618157,0.3554372850479661,0.0036924368411510203,0.0027209516188922344
229.0,0.00497218750136863,0.004404984566911473,0.3533858625782232,0.003717747726360617,0.0026839023870842134
230.0,0.004969824854470148,0.004403284345364986,0.3512625237630833,0.0037266823532946594,0.002638218096113387
231.0,0.004904650133304788,0.004345353831087312,0.3492650206498112,0.0036678295718535156,0.002554364531391788
232.0,0.004834664804550965,0.004284206250649441,0.3473511518571051,0.0036530670642123315,0.002510838196846918
233.0,0.0048005355085472485,0.004255953038283277,0.3460664098111899,0.003697699263244183,0.0024866698616935004
234.0,0.004783444276434495,0.0042436016385327836,0.34446365897199116,0.0037975108823527816,0.0024856006504455396
235.0,0.004760148323786537,0.004223625681286586,0.34249235947568674,0.0037358172019298745,0.002489006744537271
236.0,0.0047397384011263685,0.004204059273275887,0.3401898324010081,0.003573007268173226,0.002496029973831829
237.0,0.004755047074395553,0.004217535637927628,0.33762503054285364,0.0035239649512974047,0.0024790204408715846
238.0,0.004759715508465573,0.004222403983831615,0.33551413580412404,0.0035013665884822457,0.0024131681025751322
239.0,0.004677631671391595,0.004150651008214545,0.332476054372685,0.0034300753397470264,0.0023918665800970844
240.0,0.004518567185833817,0.004010063701838222,0.3291700015110317,0.0034654857459565525,0.0024012815308392366
241.0,0.004523278749564985,0.004017383761778401,0.3256089559897456,0.0036158156780552834,0.002411889399608826
242.0,0.004639362826219691,0.004123906218304411,0.3217952220938241,0.0037776214987762014,0.0024312969444896426
243.0,0.004613851672080071,0.004102581465686358,0.3176713917251435,0.0038297623808478745,0.0024469929221897315
244.0,0.004356633558626398,0.003868681011039811,0.31324922897255447,0.003447105459824361,0.0024349859436739157
245.0,0.004214024999973423,0.00373825868149385,0.3087820323275407,0.0032435835877751974,0.002434115806880751
246.0,0.00415690775817555,0.003686630727934955,0.3037984295103172,0.0032204243959655476,0.0024493164526293385
247.0,0.004125097018762714,0.003659147402208302,0.29831428569130775,0.0032243933522127623,0.0024771112412220425
248.0,0.0040294898890135085,0.0035717297438222708,0.2926220257658104,0.0031056273169687825,0.002468126554156812
249.0,0.0039583540805285785,0.00350763879890482,0.2867232655638882,0.003044394676424407,0.002450236737595368
250.0,0.0038277601196373733,0.0033907430144731977,0.28050520565801174,0.0028696687673134924,0.0024211288650739567
251.0,0.0036495077376215283,0.0032315923047031986,0.27418916684188954,0.0026896666168683566,0.002419656365172258
252.0,0.0035508153992408224,0.0031443533724508574,0.2677318310345767,0.002611406217445615,0.0024215529947697973
253.0,0.003501660699950074,0.003101722603486974,0.2610953759238627,0.002602947188594425,0.002355889442475015
254.0,0.0034517393409143732,0.0030592287746667563,0.2542985438831789,0.002626709283655645,0.002264366580550765
255.0,0.003423940762118723,0.0030373140382312877,0.24741061671706843,0.002684364697335022,0.0021813811516490796
256.0,0.0033886063613061275,0.003008442057354816,0.2404658973513069,0.0027245163972582603,0.002082007072455492
257.0,0.003291205995255768,0.002922666645491622,0.23340526125272187,0.0027009864540095893,0.002004101314610805
258.0,0.003235950090378783,0.002875824165078061,0.22626294680614553,0.002728552112722679,0.0019334467890420436
259.0,0.003205218072260015,0.0028513264623441876,0.21917841851502448,0.0027707890317783296,0.001877388574336247
260.0,0.0032033603696262525,0.0028526868130200906,0.21216767110886356,0.00282447129441572,0.0018233365092666528
261.0,0.003220950645872067,0.0028710248634379325,0.20506843975659841,0.0028742477678767664,0.0017641729363843904
262.0,0.0032113163366770093,0.0028642303838970705,0.19793977296485937,0.002868968793944884,0.0016950778663692777
263.0,0.0032008890293356317,0.0028568531958342034,0.19081302444488102,0.0028770061425468997,0.0016223186140919429
264.0,0.0032089893759983446,0.002866101368327296,0.18371498515933057,0.002908457309180306,0.0015371776917907113
265.0,0.0032027165251533765,0.0028628136166490665,0.17666772862632255,0.002929975685492473,0.0014258597584219366
266.0,0.0032184653880383803,0.0028787343664899343,0.1696945190694698,0.0029677317847372933,0.0013435774533150874
267.0,0.0031517303735416054,0.002819843569133582,0.1628157553912304,0.0029089516885983727,0.0012753433002047065
268.0,0.0029740064933978,0.0026605857647192944,0.1560348435091809,0.002732985749705189,0.0012165348215379646
269.0,0.0028446277295437316,0.0025446899162626787,0.14932165852136928,0.002623879402479705,0.001171166127365708
270.0,0.002747616170663749,0.0024578838641099348,0.14280932900692037,0.0025543961155546713,0.0011332497267020154
271.0,0.002675410715678275,0.002393479626379412,0.1364905345852063,0.002511510432946382,0.001095455946848067
272.0,0.002582394030476578,0.002310410527908627,0.13039740344115738,0.0024451629143957382,0.0010527850633993633
273.0,0.002338078495010994,0.0020906989092465502,0.12458010064038177,0.002187092410575673,0.0010051633798497247
274.0,0.0021353438303443554,0.0019083253354441096,0.11904046186420854,0.0019859447875888265,9.555669996587318E-4
275.0,0.001959658736554637,0.0017503407845492662,0.11382479680750839,0.001824818583216967,9.072813462942008E-4
276.0,0.0018109961083828576,0.001616756417141343,0.10897906763434959,0.0016946808202901557,8.635488258621804E-4
277.0,0.0017002839637908686,0.001517292032235715,0.10461111898519598,0.001603440169110382,8.335179550491642E-4
278.0,0.0015989890905226136,0.0014265578296650627,0.10061035887750613,0.0015213616786711323,7.903083513077115E-4
279.0,0.001520986318331172,0.0013567611285815395,0.09708238512582239,0.0014641791683228627,7.534623465337784E-4
280.0,0.0014379819606996182,0.0012826107758927379,0.09402623223275006,0.0014021717736601976,6.76596292903305E-4
