"Iteration: Iteration","Sa_nut: Sa_nut"
130,0.85622994985597023
131,0.86289640997515027
132,0.87059020685643673
133,0.88004488278764781
134,0.89154457703073631
135,0.90510947222572913
136,0.92055049347288387
137,0.93790097779771797
138,0.95748776427320326
139,0.97866206278441958
140,1.0013048990586448
141,1.0250165923165715
142,1.0496839497145805
143,1.0748720914922174
144,1.1002401186277424
145,1.1262451409560346
146,1.153471298224982
147,1.1807794458578666
148,1.2077527682518061
149,1.2337817013011596
150,1.2587758318634565
151,1.2828211446061271
152,1.3061682263642156
153,1.3284328868644988
154,1.349951362952071
155,1.3704115241937953
156,1.3896421380976465
157,1.4074823777005894
158,1.4240248524971753
159,1.4394688515237666
160,1.4536084167109506
161,1.4663738266538715
162,1.477843491327453
163,1.4880199386390285
164,1.496684126205142
165,1.5038882510207059
166,1.5096748001684428
167,1.5138141267214318
168,1.5163109367531999
169,1.5171088181959265
170,1.5164046836521248
171,1.5138282739003914
172,1.5094225545619939
173,1.5032842915582247
174,1.4950434562597104
175,1.484813028188287
176,1.4726434931925076
177,1.4586009335325154
178,1.4425194772319405
179,1.4242974973769558
180,1.4038992676174975
181,1.3813882083449978
182,1.3567633964189909
183,1.3300202250140334
184,1.301330027285577
185,1.2706908888469659
186,1.2382501281161773
187,1.2041922172212716
188,1.1686980138883736
189,1.1319334492311595
190,1.0940889686205308
191,1.0554418849771279
192,1.0161789605187717
193,0.97659027048231017
194,0.93668262208563435
195,0.89645241864137104
196,0.85638626247684779
197,0.81714331942084162
198,0.77890358053443776
199,0.74187418261795079
200,0.7063067714545721
201,0.67225860069491561
202,0.64062589502987877
203,0.61040211812317235
204,0.58209147664752348
205,0.55574733397343878
206,0.53130254940734056
207,0.50868457060912509
208,0.48796472445140554
209,0.46983656769583609
210,0.45384690764114111
211,0.43976006337706824
212,0.42747618320187264
213,0.41677047453590843
214,0.40742875529724754
215,0.39893439807069597
216,0.39150713281595145
217,0.38572171740469829
218,0.38120362369631994
219,0.37742721985906452
220,0.37412252327006523
221,0.37110518796477865
222,0.36815344928277721
223,0.36548164226412932
224,0.36314978649231744
225,0.3611393302256663
226,0.35900330422070365
227,0.35723649576293104
228,0.35543728504796612
229,0.35338586257822319
230,0.35126252376308331
231,0.34926502064981119
232,0.34735115185710508
233,0.34606640981118991
234,0.34446365897199116
235,0.34249235947568674
236,0.34018983240100809
237,0.33762503054285364
238,0.33551413580412404
239,0.33247605437268501
240,0.32917000151103171
241,0.3256089559897456
242,0.32179522209382411
243,0.31767139172514353
244,0.31324922897255447
245,0.3087820323275407
246,0.30379842951031721
247,0.29831428569130775
248,0.29262202576581042
249,0.28672326556388822
250,0.28050520565801174
251,0.27418916684188954
252,0.26773183103457671
253,0.26109537592386273
254,0.25429854388317891
255,0.24741061671706843
256,0.24046589735130691
257,0.23340526125272187
258,0.22626294680614553
259,0.21917841851502448
260,0.21216767110886356
261,0.20506843975659841
262,0.19793977296485937
263,0.19081302444488102
264,0.18371498515933057
265,0.17666772862632255
266,0.16969451906946981
267,0.16281575539123039
268,0.1560348435091809
269,0.14932165852136928
270,0.14280932900692037
271,0.1364905345852063
272,0.13039740344115738
273,0.12458010064038177
274,0.11904046186420854
275,0.11382479680750839
276,0.10897906763434959
277,0.10461111898519598
278,0.10061035887750613
279,0.097082385125822387
280,0.094026232232750057
281,0.091467604702855421
282,0.089416735105017339
283,0.08784611774742096
284,0.086753856886434152
285,0.08611985807164195
286,0.085911618853574165
287,0.086084854776826883
288,0.08660105103064307
289,0.08741659531431821
290,0.08848365391593728
291,0.089754361849585393
292,0.091183327436968276
293,0.092728773507994966
294,0.09435265350609176
295,0.096021379468521267
296,0.097704288908213366
297,0.099374212751336136
298,0.10100635236966717
299,0.10258198672239086
300,0.10408368907522472
301,0.10549682335678132
302,0.10680864083633466
303,0.10800965362381673
304,0.10908810636234272
305,0.11003772294744146
306,0.11085306070553405
307,0.11152968286717144
308,0.1120643439534262
309,0.11245494339815472
310,0.1127003817990187
311,0.11280048814043114
312,0.11275608542614443
313,0.11256864599808114
314,0.11224027744557777
315,0.11177365744504307
316,0.11117187301744594
317,0.11043834522686063
318,0.1095768152796493
319,0.10859126386059149
320,0.10748593324870062
321,0.10626522283017453
322,0.1049337655990592
323,0.10349626499268785
324,0.10195770364134282
325,0.10032342755463231
326,0.098599225014818173
327,0.096791248225467336
328,0.09490532385438398
329,0.093244967252673672
330,0.090926068093836229
331,0.089029561035686655
332,0.086614842245584273
333,0.084356974521461126
334,0.082118265888833961
335,0.079864769112732159
336,0.077591402770863044
337,0.075299918155777648
338,0.072991670222679869
339,0.070667761429771825
340,0.068329417203714687
341,0.065979620942892808
342,0.063623001782150607
343,0.0612663094885798
344,0.058917926954985558
345,0.056587441755979941
346,0.054284795911037437
347,0.052019975436000704
348,0.049799696902582055
349,0.047633437785642024
350,0.04552873731043839
351,0.043490642754895864
352,0.041524207013156289
353,0.039633488457605642
354,0.037822473019950044
355,0.036094820722541804
356,0.034453873724601555
357,0.032905367998726051
358,0.031461079869282579
359,0.030111680574869796
360,0.028863572245468729
361,0.027719886916698844
362,0.026682398455446968
363,0.025752063889903389
364,0.024929511540828449
365,0.024214719857247401
366,0.023606448912521921
367,0.023101577452542085
368,0.022694606738439895
369,0.02237808326482486
370,0.022143186329063164
371,0.021981297845541255
372,0.021880117258377314
373,0.021828858666013546
374,0.021818731929895779
375,0.021839610218892167
376,0.021882675907386528
377,0.021940370477010984
378,0.02200577850007257
379,0.022072577696032214
380,0.022135020521643779
381,0.022188321407720566
382,0.022228546188628465
383,0.022252210536217398
384,0.022256627716109915
385,0.022238645196247943
386,0.022197194173416993
387,0.022130566256815851
388,0.022037571823942472
389,0.021917287710240943
390,0.021769221964066023
391,0.021593285578069395
392,0.02138972176262037
393,0.021158693412568527
394,0.020970322372403663
395,0.020708820599294731
396,0.020284136737898723
397,0.019976496701888679
398,0.019635980018573349
399,0.019252397407029755
400,0.018844777188760212
401,0.018421954367047702
402,0.017987369940332294
403,0.017543202019082431
404,0.017028990348627232
405,0.016603651744014285
406,0.016164028349263539
407,0.015636582013052864
408,0.015150490611378195
409,0.014666627095765831
410,0.014175526425897797
411,0.013677045433989685
412,0.013173647264100688
413,0.012667614565474477
414,0.012162263974718755
415,0.011658409461259952
416,0.011160830099089991
417,0.010670608398171086
418,0.010193259377795215
419,0.0097297928543488617
420,0.0092848021834522534
421,0.0088590551218321444
422,0.0084554480946575829
423,0.0080734452869706489
424,0.0077149986580297416
425,0.0073786083694507279
426,0.0070651558570985051
427,0.0067737217693216991
428,0.0065047461692654199
429,0.0062574815045340374
430,0.006033242292893615
431,0.0058312816262280319
432,0.0056528919806666774
433,0.0054984986282178468
434,0.005368469711603238
435,0.0052624483131173926
436,0.0051806210279256026
437,0.0051213110603701237
438,0.0050824079554603668
439,0.0050633638961601109
440,0.0050611209217980638
441,0.0050729065216553416
442,0.0050961629245360688
443,0.0051278352156937466
444,0.005165232033823991
445,0.0052063945730884036
446,0.0052488681386225399
447,0.0052909374676302053
448,0.0053315354134442234
449,0.0053690325704837776
450,0.0054024336304930422
451,0.0054313028867332075
452,0.0054545530902226184
453,0.0054716273092418931
454,0.0054824439922778589
455,0.0054862232841094557
456,0.005482654315260036
457,0.0054718820343577198
458,0.0054533579513382519
459,0.0054267202357084904
460,0.0053924959863038907
461,0.0053502912200270964
462,0.0053001762326664748
463,0.0052426949211593042
464,0.005177638027471931
465,0.0051052590955438307
466,0.0050262938210728862
467,0.004940680708207381
468,0.0048488176265640828
469,0.0047515913466830281
470,0.0046490294425615931
471,0.004541618835407938
472,0.0044303152933180571
473,0.0043154277565936195
474,0.0041970183799457505
475,0.0040766233760961652
476,0.0039537379715862886
477,0.0038293679384207558
478,0.0037042595171811179
479,0.0035786357649470408
480,0.0034530045271683853
481,0.003328425923756183
482,0.0032047812770984942
483,0.0030825384355143838
484,0.0029629187009728229
485,0.0028457351840268769
486,0.0027314397729099947
487,0.0026213372006449213
488,0.0025151326781403765
489,0.002413250358404259
490,0.0023170672951483592
491,0.0022261385138349363
492,0.002140813549674526
493,0.0020624951694299168
494,0.0019905019010076491
495,0.0019250659731574775
496,0.0018675052492026392
497,0.0018167671946992417
498,0.0017727930603652715
499,0.0017367108371649576
500,0.0017070793460933049
501,0.001683517042582927
502,0.0016669092714794494
503,0.0016554811657269496
504,0.0016486361089428202
505,0.001647106495070531
506,0.0016489676097046443
507,0.0016535684139908349
508,0.0016616259944269894
509,0.0016712550990888129
510,0.0016818898175196854
511,0.0016943287596727821
512,0.0017068314373242155
513,0.0017189744365687419
514,0.001731664440681282
515,0.0017433303196925031
516,0.0017536853205562372
517,0.0017637398303458028
518,0.001772070383318248
519,0.0017785025042071276
520,0.0017841349893872615
521,0.0017876565492082222
522,0.0017889814697647081
523,0.0017892789279129781
524,0.0017873167331539529
525,0.0017830962643373563
526,0.0017778202541172282
527,0.001775703940786171
528,0.0017668484792675628
529,0.0017532844281363004
530,0.0017363643386742237
531,0.001717292065638826
532,0.0016980815409348036
533,0.0016779334209166292
534,0.0016570021042877953
535,0.001636505925391509
536,0.0016149292243329374
537,0.0015920173128154262
538,0.0015689402922912487
539,0.0015442508106439524
540,0.0015179216487682984
541,0.0014914153262831156
542,0.001463435818438634
543,0.0014340352432735046
544,0.0014048909700468879
545,0.0013745948658504565
546,0.0013432575873952085
547,0.0013125993878462636
548,0.0012811413150826088
549,0.0012489824937219789
550,0.0012179583625012915
551,0.0011864530517426226
552,0.0011545287656235174
553,0.0011241080420041928
554,0.0010933703754699359
555,0.0010622999540439021
556,0.001032902433237287
557,0.0010031193841055133
558,0.00097286180849360453
559,0.0009442637901249766
560,0.00091504230836553485
561,0.00088508395967645522
562,0.0008567423573765645
563,0.00082754202012875588
564,0.00079740197241668558
565,0.00076899936135241004
566,0.00073965637415581223
567,0.00070934361924454125
568,0.00068113494257145515
569,0.00065207385790744439
570,0.00062215290989865366
571,0.00059490065862328491
572,0.00056695591044106516
573,0.00053828740228467392
574,0.00051138472297684639
575,0.00048522237031021652
576,0.00045845241434875792
577,0.00043569325827544445
578,0.00041241128002015052
579,0.00038846082154076562
580,0.00036938269605678173
581,0.00034961760602144286
582,0.00032885626862709576
583,0.00031360747115310528
584,0.00029735734480847538
585,0.00027982011191861317
586,0.00026867975417656291
587,0.00025629796144018815
588,0.00024235216776006727
589,0.00023564183264432326
590,0.00022728249121870662
591,0.0002169329842343091
592,0.00021434762661890646
593,0.00020956487436184638
594,0.00020230700602712616
595,0.00020299676981016968
596,0.00020094598136531712
597,0.00019597020750940724
598,0.00019883272146700037
599,0.00019851028200665151
600,0.00019489491506269723
601,0.00019886249937428154
602,0.00019929429452969079
603,0.00019620301480893188
604,0.0002003955714416688
605,0.00020085751779148363
606,0.00019762404358947665
607,0.00020143096315868028
608,0.00020144579096427389
609,0.00019762945627465646
610,0.00020077904675272639
611,0.00020008187320325882
612,0.00019547950655051234
613,0.00019790121549806953
614,0.00019642836244100289
615,0.00019097120570904923
616,0.00019271511978473176
617,0.00019049406234213935
618,0.00018417540998773649
619,0.00018536799390926097
620,0.00018244890183337142
621,0.00017531061806633862
622,0.00017606904864785535
623,0.00017260846565595283
624,0.00016469740501370148
625,0.0001652771064185543
626,0.00016144408023965773
627,0.00015292463373609233
628,0.00015362118285397586
629,0.00014966908046437933
630,0.00014073503598877832
631,0.00014189508190648155
632,0.00013812433615285096
633,0.0001290437823426273
634,0.00013103744718242171
635,0.00012776663408900469
636,0.00011883833056176694
637,0.00012196831356981891
638,0.00011946530950503134
639,0.00011097526635847715
640,0.00011538637460162817
641,0.0001137984495361819
642,0.00010595871056769318
643,0.00011157920892396782
644,0.00011090244242309876
645,0.00010381012992396521
646,0.0001103781306661312
647,0.00011045153446710267
648,0.00010405120914295424
649,0.00011120244926701939
650,0.00011178908956577618
651,0.00010593061115484311
652,0.00011331464653702957
653,0.00011416390143370337
654,0.00010864576832246149
655,0.00011598568172897512
656,0.00011687528553659
657,0.00011148971369653189
658,0.00011859287997600944
659,0.00011934694359026306
660,0.00011390488833242713
661,0.00012065605654990983
662,0.00012114587739209887
663,0.00011548825931958558
664,0.00012183528538762999
665,0.00012197704764143378
666,0.00011597766275478439
667,0.00012191570684968116
668,0.00012197160216581222
669,0.00011565582038790503
670,0.000121032027096992
671,0.00012009708127849786
672,0.00011292681963010184
673,0.0001180097159750134
674,0.00011679244581524242
675,0.00010922743854600211
676,0.00011433832325199221
677,0.00011293557931001535
678,0.00010491261328880123
679,0.00011002707094381667
680,0.00010835619334231241
681,9.9738836923115865e-05
682,0.00010490682726345743
683,0.00010297956104107157
684,9.3721397853959202e-05
685,9.9105716369767414e-05
686,9.7007932315533885e-05
687,8.7106037286619622e-05
688,9.2907131975140882e-05
689,9.0741438874094622e-05
690,8.019880591127926e-05
691,8.6622163057381045e-05
692,8.448898801511793e-05
693,7.3304698327932618e-05
694,8.0535190937958695e-05
695,7.8510750556741628e-05
696,6.6658958477683978e-05
697,7.4833904249473673e-05
698,7.2949868333382177e-05
699,6.0359660773093234e-05
700,6.9571351418372323e-05
701,6.7820665236072904e-05
702,5.4377571547363167e-05
703,6.4581394247147011e-05
704,6.3015272144898094e-05
705,4.8623355225418238e-05
706,6.0103908685735025e-05
707,5.8648199609293096e-05
708,4.2999895847150252e-05
709,5.6033198434188755e-05
710,5.4741999933186006e-05
711,3.7881396304776361e-05
712,5.24943754693749e-05
713,5.1407695327529472e-05
714,3.3329535238673402e-05
715,4.9603960376466082e-05
716,4.8743631300412036e-05
717,2.9519728404165811e-05
718,4.7407276997698333e-05
719,4.6776325904796593e-05
720,2.6594276388546994e-05
721,4.5885146194113068e-05
722,4.5457738975154156e-05
723,2.4578785110510493e-05
724,4.4932766950070621e-05
725,4.4663021676158334e-05
726,2.3358292403538461e-05
727,4.4406785273861231e-05
728,4.4248528280176285e-05
729,2.2747563507297439e-05
730,4.417384575680421e-05
731,4.408813725487343e-05
732,2.2552168024803357e-05
733,4.4123211164519522e-05
734,4.4077540973210067e-05
735,2.2590071965409271e-05
736,4.416425925455327e-05
737,4.4133496575014695e-05
738,2.270910396592278e-05
739,4.4225413260383817e-05
740,4.4189907366552377e-05
741,2.2796716689132625e-05
742,4.425572795691363e-05
743,4.4203161290726262e-05
744,2.2780937228969582e-05
745,4.4224647440658705e-05
746,4.4147857403991199e-05
747,2.2696620265592951e-05
748,4.4100964260989701e-05
749,4.3993087338174037e-05
750,2.2346896242012953e-05
751,4.3902563918888271e-05
752,4.3709326770434073e-05
753,2.1856967156350065e-05
754,4.3642170165267639e-05
755,4.34208905299619e-05
756,2.1218721391907211e-05
757,4.3315690895779912e-05
758,4.3077700523248141e-05
759,2.0481321669084672e-05
760,4.2954266944689012e-05
761,4.2705563650322703e-05
762,1.967414035891812e-05
763,4.2577156180061609e-05
764,4.2325594266556746e-05
765,1.8838896225113781e-05
766,4.2207301991569614e-05
767,4.1961274744834712e-05
768,1.8028716342987167e-05
769,4.1868754320951337e-05
770,4.1634492642086055e-05
771,1.7296475648877193e-05
772,4.1579559139394673e-05
773,4.1448384067611692e-05
774,1.6703922484896562e-05
775,4.1342044051318486e-05
776,4.12306774191735e-05
777,1.6186931633505144e-05
778,4.1187001978771202e-05
779,4.1091555632158071e-05
780,1.5849062651187342e-05
781,4.1072483431075264e-05
782,4.0992416617004421e-05
783,1.5633178013397745e-05
784,4.1003651122626547e-05
785,4.0936416689001828e-05
786,1.5555357495045583e-05
787,4.0954508607531302e-05
788,4.0900422417153155e-05
789,1.5510700090762904e-05
790,4.0945966961413204e-05
791,4.0899377092855025e-05
792,1.552497208415778e-05
793,4.095700365513626e-05
794,4.0915128583316992e-05
795,1.5576662309604273e-05
796,4.097910317217755e-05
797,4.085036359726388e-05
798,1.5607757616183413e-05
799,4.1007024383939735e-05
800,4.0876328433090707e-05
801,1.565458865464747e-05
802,4.1023506335241716e-05
803,4.0891152911007626e-05
804,1.5688423414038439e-05
805,4.1029905719614024e-05
806,4.08901605298758e-05
807,1.5689642397278149e-05
808,4.1026735088030224e-05
809,4.0882680963848311e-05
810,1.5662581760373528e-05
811,4.1013412369770623e-05
812,4.0866156104304516e-05
813,1.5613378090482819e-05
814,4.0991748242595509e-05
815,4.0841418726052567e-05
816,1.5539922731556831e-05
817,4.0960958093312512e-05
818,4.0808056728390065e-05
819,1.544284836608895e-05
820,4.0921674600410855e-05
821,4.0765897472451634e-05
822,1.5326400935553345e-05
823,4.0875964768972811e-05
824,4.0718062516411216e-05
825,1.519619178041215e-05
826,4.0825844193886382e-05
827,4.0666711303262723e-05
828,1.50578077780172e-05
829,4.0774523359755591e-05
830,4.061531282683913e-05
831,1.4918569866724745e-05
832,4.0723714537419863e-05
833,4.0564985506888112e-05
834,1.4783831933796645e-05
835,4.0675499074380712e-05
836,4.0517540925709537e-05
837,1.4658116593820032e-05
838,4.0631463056814014e-05
839,4.0474475067953793e-05
840,1.4544152023047674e-05
841,4.0592458158205731e-05
842,4.0437262811728346e-05
843,1.4445478112042268e-05
844,4.0559006824311335e-05
845,4.0405978628899858e-05
846,1.4363072998343287e-05
847,4.053175565307046e-05
848,4.0380737930998895e-05
849,1.4296461590806695e-05
850,4.0510150619668861e-05
851,4.0360672177190983e-05
852,1.4245986178017744e-05
853,4.0494008660162989e-05
854,4.0346252707266072e-05
855,1.4208143287668384e-05
856,4.0482204373370376e-05
857,4.0335533990384455e-05
858,1.4182491518337469e-05
859,4.0474298412731692e-05
860,4.0328922389434083e-05
861,1.4164846446999947e-05
862,4.0469114646813237e-05
863,4.032429669998703e-05
864,1.4155429427368808e-05
865,4.0466245489317102e-05
866,4.0321903675353727e-05
867,1.4149853970922813e-05
868,4.0464811907841154e-05
869,4.0321114685793125e-05
870,1.4148702805868934e-05
871,4.0464671977467164e-05
872,4.0321325793657652e-05
873,1.4148584688830146e-05
874,4.0465015541912043e-05
875,4.0321903264193614e-05
876,1.4150647662446624e-05
877,4.0465579239359954e-05
878,4.0322575989789228e-05
879,1.4151932122814971e-05
880,4.0466028344380386e-05
881,4.0322848375380205e-05
882,1.4153133854544686e-05
883,4.0466318420182754e-05
884,4.0323054655873367e-05
885,1.4152773288343682e-05
886,4.0466063492209085e-05
887,4.0322901527918918e-05
888,1.4151610306147263e-05
889,4.0465527878270514e-05
890,4.0322109587968906e-05
891,1.4148862419588091e-05
892,4.0464562983775075e-05
893,4.0320979168491758e-05
894,1.4144944126471056e-05
895,4.046307788046571e-05
896,4.0319500401943384e-05
897,1.4140717672465828e-05
898,4.0461335421830689e-05
899,4.0317615856470903e-05
900,1.413486042917195e-05
901,4.0459258618584142e-05
902,4.0315589481113786e-05
903,1.4129313122622711e-05
904,4.0457233086625544e-05
905,4.0313334124235575e-05
906,1.4123118387649842e-05
907,4.0455289174742994e-05
908,4.0311669787233442e-05
909,1.4117167041458287e-05
910,4.0453181107178429e-05
911,4.0309539984429847e-05
912,1.411189424750568e-05
913,4.0451297993288536e-05
914,4.0307655226402736e-05
915,1.4107005238884675e-05
916,4.0449623350828574e-05
917,4.0306070526996281e-05
918,1.4102081532921305e-05
919,4.0448209826109358e-05
920,4.0304633500841932e-05
921,1.4098344318527796e-05
922,4.0446794237930319e-05
923,4.0303406594842583e-05
924,1.4095283423909526e-05
925,4.0445745203164208e-05
926,4.030236776578873e-05
927,1.4092900551267784e-05
928,4.0444956431179204e-05
929,4.0301554968618274e-05
930,1.409048294668393e-05
931,4.0444373907175622e-05
932,4.0301128236205535e-05
933,1.4088860616216429e-05
934,4.0443772163582842e-05
935,4.0300789142190705e-05
936,1.4087987699551259e-05
937,4.0443437496623834e-05
938,4.0300250323883133e-05
939,1.4087498433482553e-05
940,4.0443281673653659e-05
941,4.0300321089882354e-05
942,1.4086430569532972e-05
943,4.0443222807022471e-05
944,4.0300158368538976e-05
945,1.4086211551238303e-05
946,4.0443006485632437e-05
947,4.030009987039327e-05
948,1.4086243412651438e-05
949,4.0442972407996461e-05
950,4.029970206870588e-05
951,1.4086503068107244e-05
952,4.0442975756846419e-05
953,4.0299672747674451e-05
954,1.4086066797510095e-05
955,4.0443031929894396e-05
956,4.0299984164074625e-05
957,1.4085956664700403e-05
958,4.0442976752274348e-05
959,4.0299941961270094e-05
960,1.4086166069411227e-05
961,4.0442927740168166e-05
962,4.029974217687319e-05
963,1.4086379671675059e-05
964,4.044302073683268e-05
965,4.0299919241777039e-05
966,1.4085902969769489e-05
967,4.0443061833410854e-05
968,4.0299754125755069e-05
969,1.4085954173981416e-05
970,4.0442862106361407e-05
971,4.029975165696249e-05
972,1.4086028690091268e-05
973,4.0442855643774058e-05
974,4.0299715319020408e-05
975,1.4086247594837968e-05
976,4.0442953410333019e-05
977,4.0299546097587982e-05
978,1.408579652272376e-05
979,4.0442936302432474e-05
980,4.0299890432654898e-05
981,1.408562563095133e-05
982,4.0442836525978428e-05
983,4.0299922637261603e-05
984,1.4085807537238921e-05
985,4.0442802807412497e-05
986,4.029966536819701e-05
987,1.4085990775790237e-05
988,4.0442867864427591e-05
989,4.0299660663309794e-05
990,1.4085512550865264e-05
991,4.0442982651326794e-05
992,4.0299810913977509e-05
993,1.4085581826901597e-05
994,4.0442780212225796e-05
995,4.0299601439990233e-05
996,1.4086127150159739e-05
997,4.0442828283057481e-05
998,4.0299602793813388e-05
999,1.4085656836136423e-05
1000,4.0442916302171614e-05
1001,4.0299600549997198e-05
1002,1.4085780852818508e-05
1003,4.0442783946897859e-05
1004,4.0299598312835597e-05
1005,1.4086144201921136e-05
1006,4.0442875960788432e-05
1007,4.0299808913070582e-05
1008,1.4085681375509712e-05
1009,4.0442959091953558e-05
1010,4.029994192547104e-05
1011,1.408562899498884e-05
1012,4.0442854545884558e-05
1013,4.0299728967893923e-05
1014,1.4086211788039861e-05
1015,4.0442900638822883e-05
1016,4.029992984654367e-05
1017,1.4085699824256149e-05
1018,4.0442995916266458e-05
1019,4.0299747300939339e-05
1020,1.4085691825223221e-05
1021,4.0442813392162181e-05
1022,4.0299882517989305e-05
1023,1.4086013430410159e-05
1024,4.0442914511610614e-05
1025,4.0299562108718656e-05
1026,1.4085663315642484e-05
1027,4.0442956034037055e-05
1028,4.0299840144018999e-05
1029,1.4085605777336289e-05
1030,4.0442802685247341e-05
1031,4.0299742721532498e-05
1032,1.4086034003736938e-05
1033,4.0442849611613779e-05
1034,4.0299666502599471e-05
1035,1.4085516019903566e-05
1036,4.0442863534779995e-05
1037,4.029992244779257e-05
1038,1.4085446023644488e-05
1039,4.0442746279626885e-05
1040,4.0299521114322411e-05
1041,1.408590231011837e-05
1042,4.0442783968413038e-05
1043,4.0299781897857775e-05
1044,1.4085368308290021e-05
1045,4.0442886547312521e-05
1046,4.0299747783398965e-05
1047,1.4085359327679825e-05
1048,4.0442698055130874e-05
1049,4.0299672854023896e-05
1050,1.4085479661441645e-05
1051,4.0442714015314718e-05
1052,4.0299724136992945e-05
1053,1.408564726525027e-05
1054,4.0442735753255186e-05
1055,4.0299784564938205e-05
1056,1.4085197106261756e-05
1057,4.0442771744753671e-05
1058,4.0299615621981759e-05
1059,1.4085242090225782e-05
1060,4.0442622138062052e-05
1061,4.0299701343843009e-05
1062,1.4085371614200391e-05
1063,4.0442660045922957e-05
1064,4.0299598179399285e-05
1065,1.4085590888868832e-05
1066,4.0442728599659938e-05
1067,4.0299757909122372e-05
1068,1.4085136641701041e-05
1069,4.0442800797884869e-05
1070,4.0299759311866091e-05
1071,1.4085156841488966e-05
1072,4.0442663570012269e-05
1073,4.0299781499455665e-05
1074,1.4085382199089438e-05
1075,4.0442629936046241e-05
1076,4.0299450921679839e-05
1077,1.4085587105149734e-05
1078,4.0442661867669528e-05
1079,4.0299534395249943e-05
1080,1.4085099356569401e-05
1081,4.0442809034207646e-05
1082,4.0299649745955574e-05
1083,1.408513484778806e-05
1084,4.0442631400912765e-05
1085,4.0299860145415087e-05
1086,1.4085369931903244e-05
1087,4.0442643863122523e-05
1088,4.0299407743864864e-05
1089,1.4085595483541236e-05
1090,4.0442668089828526e-05
1091,4.0299279177788121e-05
1092,1.4085241890948884e-05
1093,4.0442754289258139e-05
1094,4.029950558531877e-05
1095,1.4085206345907151e-05
1096,4.0442622743238999e-05
1097,4.0299679978059009e-05
1098,1.4085332091638278e-05
1099,4.044263716600033e-05
1100,4.0299612328737474e-05
1101,1.4085479341190789e-05
1102,4.044273175996478e-05
1103,4.0299490450152016e-05
1104,1.4085172027102385e-05
1105,4.044276941722638e-05
1106,4.0299635530548951e-05
1107,1.408523558607815e-05
1108,4.0442604682620846e-05
1109,4.0299563310557069e-05
1110,1.4085407333865774e-05
1111,4.044260120505074e-05
1112,4.0299613608403361e-05
1113,1.4085529396615773e-05
1114,4.0442711293170119e-05
1115,4.0299402484951246e-05
1116,1.4085208670998024e-05
1117,4.0442714588911552e-05
1118,4.0299811574223943e-05
1119,1.4085083956017998e-05
1120,4.0442656901773032e-05
